route,seq,name_en,name_tc,name_sc,location_en,location_tc,location_sc,lat,lng,path
12A,14,SUNG WONG TOI ROAD,宋皇臺道,宋皇台道,MA TAU CHUNG ROAD90-98 MA TAU CHUNG ROADN. OF MA TAU KOK ROAD,馬頭涌道90-98號馬頭角道以北,马头涌道90-98号马头角道以北,22.323933028,114.188588025,"[[""22.323933028"",""114.188588025""],[""22.323959093"",""114.188534074""],[""22.32369294"",""114.188393561""],[""22.323683422"",""114.188389991""],[""22.323666765"",""114.188389991""],[""22.323654868"",""114.18839475""],[""22.323646541"",""114.188401889""],[""22.323637022"",""114.188418545""],[""22.323215669"",""114.189399398""],[""22.323001715"",""114.189890803""]]"
12A,20,HUNG FOOK STREET,鴻福街,鸿福街,TO KWA WAN RDHSE NO. 19,土瓜灣道門牌19號,土瓜湾道门牌19号,22.314563255,114.18811591,"[[""22.314563255"",""114.18811591""],[""22.314583059"",""114.188095372""],[""22.314457915"",""114.187973701""],[""22.3144307"",""114.187947239""],[""22.314271736"",""114.187790217""],[""22.314193696"",""114.18773128""],[""22.314129749"",""114.187695245""],[""22.314070766"",""114.187686273""],[""22.313656126"",""114.187681241""],[""22.313406774"",""114.187678215""],[""22.313178699"",""114.187676278""],[""22.312649747"",""114.187685204""],[""22.312440731"",""114.187683265""],[""22.312146606"",""114.18768805""],[""22.311989561"",""114.187684481""],[""22.311849172"",""114.187678532""],[""22.311559869"",""114.187665594""]]"
2,13,LAI KOK ESTATE,麗閣,丽阁,TONKIN STREETO/S CHEUNG SHA WAN ESTATEEAST OF LAI CHI KOK ROAD,東京街近長沙灣荔枝角道以東,东京街近长沙湾荔枝角道以东,22.333117911,114.155983258,"[[""22.333117911"",""114.155983258""],[""22.333172226"",""114.156059316""],[""22.334068584"",""114.156787296""],[""22.334785124"",""114.157373447""],[""22.335289947"",""114.157820117""],[""22.335375607"",""114.157891501""]]"
2A,16,HOSPITAL AUTHORITY BUILDING,醫院管理局,医院管理局,ARGYLE STKOWLOON HOSPITALLP BE6270-9,亞皆老街九龍醫院燈柱BE6270-9,亚皆老街九龙医院灯柱BE6270-9,22.323790549,114.182796401,"[[""22.323790549"",""114.182796401""],[""22.323756996"",""114.18280784""],[""22.323777224"",""114.18285612""],[""22.323808154"",""114.182983921""],[""22.323929506"",""114.18325518""],[""22.32400446"",""114.18342888""],[""22.324081791"",""114.183602581""],[""22.324209723"",""114.183891622""],[""22.324410732"",""114.184322345""],[""22.324701642"",""114.184964822""]]"
2B,11,WONG TAI SHAN MEMORIAL COLLEGE,黃棣珊紀念中學,黄棣珊纪念中学,NAM CHEONG STREETO/S WONG TAI SHAN MEMORIALCOLLEGE,南昌街黃棣珊紀念中學,南昌街黄棣珊纪念中学,22.334729864,114.16844017,"[[""22.334729864"",""114.16844017""],[""22.334723503"",""114.168307957""],[""22.334518869"",""114.168089047""],[""22.333890946"",""114.167513527""],[""22.332244636"",""114.166048149""],[""22.332124135"",""114.165939863""]]"
2X,15,YEE KOK COURT,怡閣苑,怡阁苑,CHEUNG SHA WAN ROADO/S YEE KOK COURT,長沙灣道怡閣苑,长沙湾道怡阁苑,22.333465894,114.158514291,"[[""22.333465894"",""114.158514291""],[""22.333512384"",""114.158594205""],[""22.336927773"",""114.154156023""],[""22.337460582"",""114.153482051""],[""22.33746772"",""114.153458255""],[""22.337484376"",""114.153420184""],[""22.337503411"",""114.153383303""],[""22.337797275"",""114.153021625""]]"
3D,999,KWUN TONG (YUE MAN SQUARE) B/T,觀塘(裕民坊)總站,观塘(裕民坊)总站,KWUN TONG (YUE MAN SQUARE) B/T,觀塘(裕民坊)總站,观塘(裕民坊)总站,22.313382891,114.225633839,"[[""22.313382891"",""114.225633839""]]"
12A,9,FA HUI PARK,花墟公園,花墟公园,BOUNDARY STOPP. TO MONGKOK STADIUM,界限街旺角大球場對面,界限街旺角大球场对面,22.326866095,114.173105213,"[[""22.326866095"",""114.173105213""],[""22.326735321"",""114.173110102""],[""22.326770772"",""114.173925248""],[""22.326773152"",""114.174025185""],[""22.326762897"",""114.174122418""],[""22.326742845"",""114.174198409""],[""22.32671087"",""114.174283448""],[""22.326618487"",""114.17453915""],[""22.326605399"",""114.174579601""],[""22.326601831"",""114.174611722""],[""22.32660778"",""114.174645036""],[""22.326618835"",""114.174677412""],[""22.326726868"",""114.174902418""],[""22.326770773"",""114.175011472""],[""22.326808843"",""114.175125686""],[""22.326830837"",""114.175240409""],[""22.326839776"",""114.175356494""],[""22.326867877"",""114.176250462""],[""22.326879802"",""114.176499412""],[""22.32691582"",""114.177210864""]]"
12A,11,LA SALLE PRIMARY SCHOOL,喇沙小學,喇沙小学,BOUNDARY STLA SALLE PRIMARY SCHOOLLP AA1251-3,界限街喇沙小學燈柱AA1251-3,界限街喇沙小学灯柱AA1251-3,22.32713193,114.180670212,"[[""22.32713193"",""114.180670212""],[""22.327061855"",""114.180673531""],[""22.327114751"",""114.181898406""],[""22.327253756"",""114.184400409""],[""22.327287726"",""114.185586367""]]"
12A,17,GRAND WATERFRONT,翔龍灣,翔龙湾,TO KWA WAN RDHSE NO. 377 SOUTH OF MING LUNST,土瓜灣道明倫街以南門牌377號,土瓜湾道明伦街以南门牌377号,22.319618849,114.192985081,"[[""22.319618849"",""114.192985081""],[""22.319677149"",""114.192918856""],[""22.319413716"",""114.192687279""],[""22.319100675"",""114.192357277""],[""22.318914709"",""114.192182305""],[""22.318813644"",""114.192086291""],[""22.318704719"",""114.191981309""],[""22.318260547"",""114.191564828""]]"
12A,8,SHEUNG HEUNG ROAD,上鄉道,上乡道,TO KWA WAN RDHSE NO. 80G TING ON BUILDING,土瓜灣道門牌80號G定安大廈對出,土瓜湾道门牌80号G定安大厦对出,22.317596774,114.190665758,"[[""22.317596774"",""114.190665758""],[""22.317532238"",""114.19074346""],[""22.317823165"",""114.191001838""],[""22.318045677"",""114.191211295""],[""22.318178094"",""114.191333712""],[""22.318293027"",""114.191439965""],[""22.318488962"",""114.191621102""],[""22.318667695"",""114.19178473""],[""22.318746847"",""114.191857271""],[""22.318876702"",""114.191976282""],[""22.318903261"",""114.19200066""],[""22.318912649"",""114.192009275""],[""22.319039726"",""114.192133317""],[""22.319159508"",""114.192248422""],[""22.319497643"",""114.192554293""],[""22.319567285"",""114.192621972""],[""22.319783911"",""114.19283249""],[""22.320184868"",""114.193228396""],[""22.32021937"",""114.193258141""],[""22.320257441"",""114.193279555""],[""22.320300158"",""114.193292101""],[""22.320343102"",""114.193293832""],[""22.320384742"",""114.193284314""],[""22.320422814"",""114.193260519""],[""22.320453448"",""114.193228455""],[""22.320481112"",""114.193183187""],[""22.320506096"",""114.19312846""],[""22.320644674"",""114.192808324""],[""22.320695724"",""114.192690857""]]"
2B,12,SHEK KIP MEI COMMERCIAL CENTRE,石硤尾商場,石硖尾商场,NAM CHEONG STREETO/S SHEK KIP MEI COMMERCIALCENTRE,南昌街石硤尾商場,南昌街石硖尾商场,22.332022804,114.166014228,"[[""22.332022804"",""114.166014228""],[""22.332124135"",""114.165939863""],[""22.331869339"",""114.165708396""],[""22.331341098"",""114.165224176""],[""22.33128518"",""114.165190863""],[""22.331248299"",""114.165178966""],[""22.331215256"",""114.16517426""],[""22.331166207"",""114.1651635""],[""22.33111267"",""114.165121859""],[""22.331042475"",""114.165056424""],[""22.331023441"",""114.165033819""],[""22.331016302"",""114.165000506""],[""22.331023441"",""114.164968384""],[""22.331050462"",""114.1649365""],[""22.332033246"",""114.163628744""]]"
12A,15,ST. TERESA'S CHURCH,聖德肋撒堂,圣德肋撒堂,PRINCE EDWARD ROAD WESTO/S HSE NO. 249,太子道西門牌249號,太子道西门牌249号,22.325447206,114.177493145,"[[""22.325447206"",""114.177493145""],[""22.325585945"",""114.177458133""],[""22.325485031"",""114.176895162""],[""22.325387797"",""114.176352717""],[""22.325318322"",""114.175965133""],[""22.325061025"",""114.174425442""]]"
12A,15,PAK TAI STREET,北帝街,北帝街,MOK CHEONG STHSE NO. 1E NEAR PAK TAI STLP E6105-0,木廠街門牌1號E近北帝街燈柱E6105-0,木厂街门牌1号E近北帝街灯柱E6105-0,22.323055266,114.189914064,"[[""22.323055266"",""114.189914064""],[""22.323001715"",""114.189890803""],[""22.322743715"",""114.190483365""],[""22.322612842"",""114.190781637""],[""22.322403659"",""114.191256341""],[""22.322382699"",""114.191304382""],[""22.322350717"",""114.191377323""],[""22.322242667"",""114.191601351""],[""22.322140665"",""114.191842355""],[""22.322037671"",""114.192075351""],[""22.321937658"",""114.192310349""],[""22.321834662"",""114.192548309""],[""22.321731667"",""114.192783306""],[""22.321629667"",""114.193011336""],[""22.321527664"",""114.193252338""],[""22.321422679"",""114.193484372""],[""22.321419362"",""114.193492541""]]"
12A,10,JUBILANT PLACE,欣榮花園,欣荣花园,MA TAU KOK RDHSE NO. 37 PAU CHUNG ST,馬頭角道門牌37號炮仗街,马头角道门牌37号炮仗街,22.321923075,114.189676158,"[[""22.321923075"",""114.189676158""],[""22.321977512"",""114.18971813""],[""22.322049062"",""114.189552417""],[""22.322238574"",""114.189113509""],[""22.322307741"",""114.188953319""],[""22.322538743"",""114.188453372""],[""22.322768962"",""114.187928147""],[""22.322786809"",""114.187894835""],[""22.322814172"",""114.18787223""],[""22.322845105"",""114.187859143""],[""22.322878419"",""114.187855573""],[""22.32291292"",""114.187854385""],[""22.322947423"",""114.187863902""],[""22.323317315"",""114.18804301""],[""22.323609989"",""114.188202433""],[""22.323757542"",""114.188290565""],[""22.324017018"",""114.188416441""],[""22.324136685"",""114.188474496""]]"
12A,22,TONKIN STREET WEST,東京街西,东京街西,SHAM MONG ROADNEAR TONKIN STREET WESTOPP. TO YING WA COLLEGE,深旺道近東京街西英華書院對面,深旺道近东京街西英华书院对面,22.329224046,114.152032018,"[[""22.329224046"",""114.152032018""],[""22.329289971"",""114.152123933""],[""22.329633276"",""114.151687282""],[""22.329853716"",""114.151401023""],[""22.330308193"",""114.150782364""],[""22.330550898"",""114.150396892""],[""22.330881643"",""114.149816303""]]"
12A,999,CHEUNG SHA WAN (SHAM MONG ROAD) B/T,長沙灣(深旺道)總站,长沙湾(深旺道)总站,SHAM MONG ROADNEAR HING WAH STREET WEST,深旺道近興華街西,深旺道近兴华街西,22.330638125,114.149930864,"[[""22.330638125"",""114.149930864""]]"
12A,16,THE HK SOCIETY FOR THE BLIND,香港盲人輔導會,香港盲人辅导会,MOK CHEONG STHSE NO. 19 THE HK SOCIETY FORTHE BLIND,木廠街門牌19號香港盲人輔導會,木厂街门牌19号香港盲人辅导会,22.321486999,114.193519739,"[[""22.321486999"",""114.193519739""],[""22.321419362"",""114.193492541""],[""22.321236147"",""114.193981726""],[""22.321230197"",""114.193996002""],[""22.321220679"",""114.194005519""],[""22.321205213"",""114.194015037""],[""22.321193315"",""114.194017418""],[""22.32117904"",""114.194016227""],[""22.321168332"",""114.194012658""],[""22.321156435"",""114.194005519""],[""22.320572276"",""114.193731882""],[""22.320489676"",""114.19367731""],[""22.32040866"",""114.193606358""],[""22.320330626"",""114.193531323""],[""22.320141684"",""114.193326321""],[""22.320016684"",""114.193217331""],[""22.319677149"",""114.192918856""]]"
2E,8,HOI FU COURT,海富苑,海富苑,HOI WANG RDO/S HOI FU COURT,海泓道海富苑對出,海泓道海富苑对出,22.316216864,114.163940843,"[[""22.316216864"",""114.163940843""],[""22.316208881"",""114.163855298""],[""22.315928259"",""114.163903022""],[""22.315648672"",""114.163964887""],[""22.315089498"",""114.164102896""],[""22.313970097"",""114.164377207""]]"
12A,6,SHEK TONG STREET,石塘街,石塘街,MA TAU WAI RDNEAR CHI KWONG ST GARDEN,馬頭圍道近浙江街公園,马头围道近浙江街公园,22.313787795,114.187494084,"[[""22.313787795"",""114.187494084""],[""22.313780707"",""114.187553044""],[""22.313949737"",""114.187551272""],[""22.314088748"",""114.187564253""],[""22.314128788"",""114.187577272""],[""22.314171757"",""114.187591242""],[""22.314223693"",""114.187612225""],[""22.314290783"",""114.187664807""],[""22.314325756"",""114.187692218""],[""22.314492371"",""114.187850197""],[""22.314555715"",""114.187910258""],[""22.314663059"",""114.188010198""],[""22.31467277"",""114.188019238""],[""22.314870753"",""114.18820525""],[""22.314926385"",""114.188260361""],[""22.314980762"",""114.18831423""],[""22.315635869"",""114.188942829""],[""22.316000944"",""114.189285155""]]"
12A,21,BAILEY STREET HUNG HOM,紅磡庇利街,红磡庇利街,MA TAU WAI ROAD HSE NO. 47,馬頭圍道門牌47號,马头围道门牌47号,22.311557219,114.187751715,"[[""22.311557219"",""114.187751715""],[""22.311559869"",""114.187665594""],[""22.311126749"",""114.187651218""],[""22.310755778"",""114.18764022""],[""22.310448758"",""114.187635232""],[""22.309977315"",""114.187638118""]]"
12A,23,TAK MAN STREET,德民街,德民街,TAK MAN STHSE NO. 31 NEAR HUNG HOM RD,德民街近紅磡道門牌31號,德民街近红磡道门牌31号,22.305879752,114.188303854,"[[""22.305879752"",""114.188303854""],[""22.305851976"",""114.188286259""],[""22.304566833"",""114.190240022""],[""22.304552556"",""114.190265006""],[""22.30454304"",""114.1902888""],[""22.304533521"",""114.190314974""],[""22.304529952"",""114.190343528""],[""22.304533522"",""114.190374461""],[""22.304544228"",""114.190399445""],[""22.304563264"",""114.19042205""],[""22.304976101"",""114.190707585""]]"
2B,10,SHUI TIN HOUSE PAK TIN ESTATE,白田瑞田樓,白田瑞田楼,NAM CHEONG STREETOPP. TO SHUI TIN HOUSE,南昌街瑞田樓對面,南昌街瑞田楼对面,22.335929834,114.169080161,"[[""22.335929834"",""114.169080161""],[""22.335929386"",""114.169070745""],[""22.335614904"",""114.168988547""],[""22.335514005"",""114.168935923""],[""22.335410158"",""114.168864718""],[""22.335032832"",""114.168534007""],[""22.334928136"",""114.168488796""],[""22.334723503"",""114.168307957""]]"
2B,15,WING LUNG STREET,永隆街,永隆街,UN CHAU STREETO/S HSE NO. 265,元州街門牌265號,元州街门牌265号,22.336400752,114.157818027,"[[""22.336400752"",""114.157818027""],[""22.336490793"",""114.157894365""],[""22.337823298"",""114.15617811""]]"
2X,999,MEI FOO B/T,美孚巴士總站,美孚巴士总站,MEI FOO B/T,美孚巴士總站,美孚巴士总站,22.337252761,114.139988206,"[[""22.337252761"",""114.139988206""]]"
12A,9,CHINA GAS COMPANY,中華煤氣公司,中华煤气公司,MA TAU KOK RDNEAR HONG KONG CHINA GAS CO.LTD,馬頭角道煤氣公司,马头角道煤气公司,22.320607165,114.192670961,"[[""22.320607165"",""114.192670961""],[""22.320695724"",""114.192690857""],[""22.32074767"",""114.192571329""],[""22.320789156"",""114.192475511""],[""22.320792707"",""114.192467309""],[""22.320847685"",""114.192340335""],[""22.320948692"",""114.192105339""],[""22.321052679"",""114.191873306""],[""22.321134966"",""114.191688174""],[""22.321156666"",""114.191639351""],[""22.321250719"",""114.191402353""],[""22.321351725"",""114.19116231""],[""22.321455711"",""114.190920346""],[""22.321562292"",""114.190686848""],[""22.32165957"",""114.190458136""],[""22.321839674"",""114.190037361""],[""22.321977512"",""114.18971813""]]"
3D,12,KWUN TONG ROAD SITTING-OUT AREA,觀塘道休憩處,观塘道休憩处,KWUN TONG ROADO/S KWUN TONG RDSITTING-OUT AREA,觀塘道休憩處對開,观塘道休憩处对开,22.317952954,114.21505482,"[[""22.317952954"",""114.21505482""],[""22.317953634"",""114.215041634""],[""22.317770666"",""114.21511235""],[""22.317550485"",""114.215213255""],[""22.317348522"",""114.215331056""],[""22.317208021"",""114.215424514""],[""22.31704621"",""114.21555628""],[""22.316858925"",""114.215742849""],[""22.316532476"",""114.21618535""],[""22.316365466"",""114.21643725""],[""22.316348061"",""114.216468132""]]"
12A,13,HAU WONG ROAD,侯王道,侯王道,PRINCE EDWARD RD WESTNO. 377-377A,太子道西門牌377-377A號,太子道西门牌377-377A号,22.327392867,114.188655047,"[[""22.327392867"",""114.188655047""],[""22.327441712"",""114.188640654""],[""22.327371682"",""114.188207384""],[""22.327361986"",""114.188102127""],[""22.327324143"",""114.187675392""],[""22.32729639"",""114.187511925""],[""22.327250712"",""114.187239759""],[""22.327238702"",""114.1871564""],[""22.327238297"",""114.187151308""],[""22.327176144"",""114.186758756""],[""22.327174774"",""114.186752421""],[""22.327104921"",""114.186352129""],[""22.327026359"",""114.185869031""],[""22.327017753"",""114.185815384""],[""22.326958909"",""114.185497854""],[""22.326883035"",""114.185069335""],[""22.32687878"",""114.185054432""],[""22.326876727"",""114.185042509""],[""22.326766504"",""114.184402434""],[""22.326752719"",""114.184322389""],[""22.326740424"",""114.1842479""],[""22.326586981"",""114.183318275""],[""22.32647357"",""114.182626723""]]"
5M,999,KAI TAK (TAK LONG ESTATE),啟德(德朗),启德(德朗),SHING KAI ROAD NEARTAK LONG ESTATE,承啟道近德朗,承启道近德朗,22.330540896,114.204625932,"[[""22.330540896"",""114.204625932""]]"
12A,16,DIOCESAN BOYS' SCHOOL,拔萃男書院,拔萃男书院,PRINCE EDWARD ROAD WESTO/S HSE NO. 201,太子道西門牌201號,太子道西门牌201号,22.324948814,114.174484173,"[[""22.324948814"",""114.174484173""],[""22.325061025"",""114.174425442""],[""22.324938891"",""114.173819816""],[""22.324861699"",""114.173450316""],[""22.324783177"",""114.17299346""],[""22.324714173"",""114.172519947""],[""22.324661825"",""114.172074988""],[""22.324598841"",""114.171628112""],[""22.324535713"",""114.171232659""],[""22.324396828"",""114.170420461""],[""22.324389913"",""114.170377392""],[""22.32436986"",""114.170269774""],[""22.324280023"",""114.169781456""],[""22.324260225"",""114.169673647""],[""22.324209687"",""114.169400101""],[""22.324180937"",""114.169244377""],[""22.324157629"",""114.169096683""],[""22.324096921"",""114.168728649""],[""22.324064591"",""114.168565187""],[""22.324010004"",""114.168287719""],[""22.323991923"",""114.168197361""],[""22.323968578"",""114.168096527""],[""22.3239231"",""114.167896746""],[""22.323826696"",""114.167425101""],[""22.323802253"",""114.167301144""],[""22.323762973"",""114.167096383""],[""22.32375294"",""114.167000377""],[""22.323752936"",""114.166912378""],[""22.323760971"",""114.166856408""],[""22.323764943"",""114.16682742""],[""22.323770903"",""114.166809404""],[""22.323783463"",""114.166772855""],[""22.323829967"",""114.166648347""],[""22.323871965"",""114.166568379""],[""22.323920916"",""114.166493428""],[""22.324088937"",""114.166286984""],[""22.324136373"",""114.166228701""],[""22.324287973"",""114.166042433""],[""22.324490564"",""114.16577786""],[""22.324575618"",""114.165666784""],[""22.325049827"",""114.164984776""],[""22.325319213"",""114.164654091""],[""22.325341983"",""114.164623457""],[""22.325382908"",""114.164570342""],[""22.32556186"",""114.164338082""]]"
12A,19,KWEILIN STREET SHAM SHUI PO,深水桂林街,深水桂林街,HAI TAN STREETO/S HSE NO. 195,海壇街門牌195號,海坛街门牌195号,22.328212958,114.15887594,"[[""22.328212958"",""114.15887594""],[""22.328240823"",""114.158897299""],[""22.328658129"",""114.158374053""],[""22.328670027"",""114.158358586""],[""22.328673595"",""114.158346689""],[""22.328674722"",""114.158331075""],[""22.328667646"",""114.158313375""],[""22.328658129"",""114.158302668""],[""22.328645042"",""114.158288392""],[""22.328356394"",""114.158004622""],[""22.328188128"",""114.157851287""],[""22.328146058"",""114.157813424""],[""22.328073066"",""114.157747451""],[""22.328072072"",""114.157747451""],[""22.328015071"",""114.157696451""],[""22.327947698"",""114.157635672""],[""22.327882309"",""114.157576681""],[""22.327768324"",""114.157473851""]]"
12A,8,POLICE SPORTS AND RECREATION CLUB,警察體育遊樂會,警察体育游乐会,BOUNDARY STO/S TAI HANG TUNGRECREATION GROUND,界限街近大坑東遊樂場,界限街近大坑东游乐场,22.326706834,114.170093784,"[[""22.326706834"",""114.170093784""],[""22.326689657"",""114.170094778""],[""22.326706527"",""114.170553552""],[""22.326704903"",""114.170695418""],[""22.326694629"",""114.170834328""],[""22.326682733"",""114.170972337""],[""22.326670836"",""114.171096069""],[""22.326661318"",""114.171260252""],[""22.326658938"",""114.171424435""],[""22.326677974"",""114.171807528""],[""22.32669701"",""114.172150171""],[""22.326711916"",""114.172510452""],[""22.326735321"",""114.173110102""]]"
2,10,SHEK KIP MEI STREET,石硤尾街,石硖尾街,LAI CHI KOK ROADO/S HSE NO. 233,荔枝角道門牌233號,荔枝角道门牌233号,22.326937174,114.162385,"[[""22.326937174"",""114.162385""],[""22.326990387"",""114.162430324""],[""22.327049872"",""114.162332765""],[""22.327632841"",""114.16160941""],[""22.328370473"",""114.160648108""],[""22.328577486"",""114.160391126""],[""22.328639353"",""114.160303085""]]"
2,15,PO HEI COURT,寶熙苑,宝熙苑,PO ON ROADO/S PO HEI COURTWING HEI HOUSE,保安道寶熙苑榮熙閣,保安道宝熙苑荣熙阁,22.337425891,114.1593219,"[[""22.337425891"",""114.1593219""],[""22.33749437"",""114.159359256""],[""22.339332162"",""114.156997418""],[""22.339353235"",""114.156978656""],[""22.339376181"",""114.156970054""],[""22.339400823"",""114.156972707""],[""22.339424961"",""114.156984331""],[""22.340075435"",""114.157591368""]]"
2B,13,SHAM SHUI PO POST OFFICE,深水郵政局,深水邮政局,UN CHAU STREETO/S SHAM SHUI POPOST OFFICE,元州街深水郵政局外,元州街深水邮政局外,22.331957716,114.16357903,"[[""22.331957716"",""114.16357903""],[""22.332033237"",""114.163628754""],[""22.334224676"",""114.160806135""]]"
2E,999,KOWLOON CITY FERRY B/T,九龍城碼頭,九龙城码头,KOWLOON CITY FERRY B/T,九龍城碼頭巴士總站,九龙城码头巴士总站,22.318413219,114.19343384,"[[""22.318413219"",""114.19343384""]]"
